Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2017,1,Mendoza,169282.0,1.451,170733.0
2017,1,Misiones,97619.0,0.0,97619.0
2017,1,Neuquén,113227.0,2.112,115339.0
2017,1,Río Negro,100288.0,1.0,101288.0
2017,1,Salta,107632.0,1.0,107633.0
2017,1,San Juan,51253.0,620.0,51873.0
2017,1,San Luis,12992.0,315.0,13307.0
2017,1,Santa Cruz,26116.0,370.0,26486.0
2017,1,Santa Fe,562520.0,362.0,562882.0
2017,1,Santiago Del Estero,34473.0,2.0,34475.0
2017,1,Tierra Del Fuego,31938.0,619.0,32557.0
2017,1,Tucumán,152734.0,37.0,152771.0
2016,4,Buenos Aires,3131499.0,11.202,3142701.0
2016,4,Capital Federal,1393443.0,8.016,1401459.0
2016,4,Catamarca,27021.0,13.0,27034.0
2016,4,Chaco,88833.0,14.0,88847.0
2016,4,Chubut,62035.0,1.73,63765.0
2016,4,Córdoba,636422.0,133.0,636555.0
2016,4,Corrientes,88084.0,12.0,88096.0
2016,4,Entre Ríos,180188.0,57.0,180245.0
2016,4,Formosa,29513.0,0.0,29513.0
2016,4,Jujuy,42624.0,1.0,42625.0
2016,4,La Pampa,71368.0,460.0,71828.0
2016,4,La Rioja,16298.0,18.0,16316.0
2016,4,Mendoza,169274.0,1.451,170725.0
2016,4,Misiones,97390.0,0.0,97390.0
2016,4,Neuquén,111723.0,2.112,113835.0
2016,4,Río Negro,100020.0,1.0,101020.0
2016,4,Salta,106934.0,1.0,106935.0
2016,4,San Juan,51301.0,620.0,51921.0
2016,4,San Luis,12992.0,315.0,13307.0
2016,4,Santa Cruz,26094.0,370.0,26464.0
2016,4,Santa Fe,561470.0,362.0,561832.0
2016,4,Santiago Del Estero,35049.0,2.0,35051.0
2016,4,Tierra Del Fuego,31938.0,619.0,32557.0
2016,4,Tucumán,151615.0,37.0,151652.0
2016,3,Buenos Aires,3075387.0,11.205,3086592.0
2016,3,Capital Federal,1395053.0,8.051,1403104.0
2016,3,Catamarca,26957.0,13.0,26970.0
2016,3,Chaco,89216.0,14.0,89230.0
2016,3,Chubut,62222.0,1.73,63952.0
2016,3,Córdoba,642458.0,133.0,642591.0
2016,3,Corrientes,88328.0,12.0,88340.0
2016,3,Entre Ríos,181092.0,57.0,181149.0
2016,3,Formosa,27716.0,0.0,27716.0
2016,3,Jujuy,42537.0,1.0,42538.0
2016,3,La Pampa,69903.0,461.0,70364.0
2016,3,La Rioja,16912.0,18.0,16930.0
2016,3,Mendoza,169174.0,1.45,170624.0
2016,3,Misiones,97997.0,0.0,97997.0
2016,3,Neuquén,110491.0,2.112,112603.0
2016,3,Río Negro,100024.0,1.002,101026.0
2016,3,Salta,107790.0,1.0,107791.0
2016,3,San Juan,51348.0,620.0,51968.0
2016,3,San Luis,12978.0,315.0,13293.0
2016,3,Santa Cruz,25886.0,371.0,26257.0
2016,3,Santa Fe,566625.0,386.0,567011.0
2016,3,Santiago Del Estero,35658.0,2.0,35660.0
2016,3,Tierra Del Fuego,31306.0,619.0,31925.0
2016,3,Tucumán,151282.0,37.0,151319.0
2016,2,Buenos Aires,3032776.0,12.515,3045291.0
2016,2,Capital Federal,1384824.0,9.76,1394584.0
2016,2,Catamarca,26543.0,13.0,26556.0
2016,2,Chaco,88235.0,16.0,88251.0
2016,2,Chubut,62116.0,1.74,63856.0
2016,2,Córdoba,634680.0,234.0,634914.0
2016,2,Corrientes,86932.0,24.0,86956.0
2016,2,Entre Ríos,178194.0,179.0,178373.0
2016,2,Formosa,28801.0,1.0,28802.0
2016,2,Jujuy,41187.0,2.0,41189.0
2016,2,La Pampa,68403.0,485.0,68888.0
2016,2,La Rioja,16718.0,18.0,16736.0
2016,2,Mendoza,169274.0,1.55,170824.0
2016,2,Misiones,95808.0,7.0,95815.0
2016,2,Neuquén,108224.0,2.291,110515.0
2016,2,Río Negro,99631.0,1.073,100704.0
2016,2,Salta,104929.0,3.0,104932.0
2016,2,San Juan,51392.0,621.0,52013.0
2016,2,San Luis,12939.0,317.0,13256.0
2016,2,Santa Cruz,25797.0,356.0,26153.0
2016,2,Santa Fe,563867.0,607.0,564474.0
2016,2,Santiago Del Estero,36958.0,3.0,36961.0
2016,2,Tierra Del Fuego,30740.0,619.0,31359.0
2016,2,Tucumán,148636.0,41.0,148677.0
2016,1,Buenos Aires,2929903.0,12.612,2942515.0
2016,1,Capital Federal,1328079.0,9.817,1337896.0
2016,1,Catamarca,26376.0,13.0,26389.0
2016,1,Chaco,86635.0,16.0,86651.0
2016,1,Chubut,62060.0,1.74,63800.0
2016,1,Córdoba,609692.0,234.0,609926.0
2016,1,Corrientes,85510.0,26.0,85536.0
2016,1,Entre Ríos,174634.0,179.0,174813.0
2016,1,Formosa,28313.0,1.0,28314.0
2016,1,Jujuy,40287.0,2.0,40289.0
2016,1,La Pampa,65442.0,487.0,65929.0
2016,1,La Rioja,16673.0,18.0,16691.0
2016,1,Mendoza,169257.0,1.553,170810.0
2016,1,Misiones,92951.0,7.0,92958.0
2016,1,Neuquén,101969.0,2.292,104261.0
2016,1,Río Negro,98745.0,1.077,99822.0
2016,1,Salta,102423.0,3.0,102426.0
2016,1,San Juan,51373.0,621.0,51994.0
2016,1,San Luis,12915.0,317.0,13232.0
2016,1,Santa Cruz,25931.0,356.0,26287.0
2016,1,Santa Fe,551378.0,618.0,551996.0
2016,1,Santiago Del Estero,37695.0,3.0,37698.0
2016,1,Tierra Del Fuego,29867.0,619.0,30486.0
2016,1,Tucumán,146596.0,41.0,146637.0
2015,4,Buenos Aires,2946743.0,12.642,2959385.0
2015,4,Capital Federal,1360381.0,9.845,1370226.0
2015,4,Catamarca,26459.0,13.0,26472.0
2015,4,Chaco,86537.0,16.0,86553.0
2015,4,Chubut,62279.0,1.74,64019.0
2015,4,Córdoba,625835.0,235.0,626070.0
2015,4,Corrientes,85409.0,26.0,85435.0
2015,4,Entre Ríos,173957.0,180.0,174137.0
2015,4,Formosa,28088.0,1.0,28089.0
2015,4,Jujuy,39922.0,2.0,39924.0
2015,4,La Pampa,66054.0,312.0,66366.0
2015,4,La Rioja,16914.0,18.0,16932.0
2015,4,Mendoza,169251.0,1.556,170807.0
2015,4,Misiones,92846.0,7.0,92853.0
2015,4,Neuquén,105122.0,2.294,107416.0
2015,4,Río Negro,98655.0,1.067,99722.0
2015,4,Salta,101917.0,3.0,101920.0
2015,4,San Juan,51408.0,621.0,52029.0
2015,4,San Luis,12901.0,317.0,13218.0
2015,4,Santa Cruz,26047.0,356.0,26403.0
2015,4,Santa Fe,561045.0,627.0,561672.0
2015,4,Santiago Del Estero,39132.0,3.0,39135.0
2015,4,Tierra Del Fuego,29334.0,619.0,29953.0
2015,4,Tucumán,146053.0,42.0,146095.0
2015,3,Buenos Aires,2916070.0,12.695,2928765.0
2015,3,Capital Federal,1362193.0,9.875,1372068.0
2015,3,Catamarca,26080.0,13.0,26093.0
2015,3,Chaco,85354.0,16.0,85370.0
2015,3,Chubut,62143.0,1.74,63883.0
2015,3,Córdoba,622761.0,237.0,622998.0
2015,3,Corrientes,84931.0,28.0,84959.0
2015,3,Entre Ríos,172252.0,182.0,172434.0
2015,3,Formosa,27751.0,1.0,27752.0
2015,3,Jujuy,39548.0,2.0,39550.0
2015,3,La Pampa,64976.0,495.0,65471.0
2015,3,La Rioja,16753.0,18.0,16771.0
2015,3,Mendoza,169261.0,1.562,170823.0
2015,3,Misiones,91615.0,7.0,91622.0
2015,3,Neuquén,98376.0,2.24,100616.0
2015,3,Río Negro,98529.0,1.085,99614.0
2015,3,Salta,100570.0,3.0,100573.0
2015,3,San Juan,51409.0,621.0,52030.0
2015,3,San Luis,12902.0,317.0,13219.0
2015,3,Santa Cruz,25912.0,359.0,26271.0
2015,3,Santa Fe,556097.0,641.0,556738.0
2015,3,Santiago Del Estero,39394.0,3.0,39397.0
2015,3,Tierra Del Fuego,33118.0,619.0,33737.0
2015,3,Tucumán,144272.0,42.0,144314.0
2015,2,Buenos Aires,2871079.0,12.711,2883790.0
2015,2,Capital Federal,1336391.0,9.893,1346284.0
2015,2,Catamarca,25666.0,13.0,25679.0
2015,2,Chaco,83832.0,16.0,83848.0
2015,2,Chubut,61745.0,1.74,63485.0
2015,2,Córdoba,609510.0,236.0,609746.0
2015,2,Corrientes,83288.0,28.0,83316.0
2015,2,Entre Ríos,169309.0,183.0,169492.0
2015,2,Formosa,27013.0,37.0,27050.0
2015,2,Jujuy,37720.0,2.0,37722.0
2015,2,La Pampa,63552.0,500.0,64052.0
2015,2,La Rioja,16491.0,18.0,16509.0
2015,2,Mendoza,169259.0,1.564,170823.0
2015,2,Misiones,88512.0,7.0,88519.0
2015,2,Neuquén,95644.0,2.241,97885.0
2015,2,Río Negro,97640.0,1.087,98727.0
2015,2,Salta,98264.0,3.0,98267.0
2015,2,San Juan,51367.0,621.0,51988.0
2015,2,San Luis,12904.0,317.0,13221.0
2015,2,Santa Cruz,25384.0,379.0,25763.0
2015,2,Santa Fe,545739.0,649.0,546388.0
2015,2,Santiago Del Estero,39375.0,3.0,39378.0
2015,2,Tierra Del Fuego,32960.0,619.0,33579.0
2015,2,Tucumán,140635.0,42.0,140677.0
2015,1,Buenos Aires,2847076.0,14.766,2861842.0
2015,1,Capital Federal,1321139.0,11.582,1332721.0
2015,1,Catamarca,25312.0,20.0,25332.0
2015,1,Chaco,81329.0,31.0,81360.0
2015,1,Chubut,63327.0,1.946,65273.0
2015,1,Córdoba,596663.0,294.0,596957.0
2015,1,Corrientes,81488.0,43.0,81531.0
2015,1,Entre Ríos,165839.0,231.0,166070.0
2015,1,Formosa,26657.0,43.0,26700.0
2015,1,Jujuy,36608.0,3.0,36611.0
2015,1,La Pampa,62155.0,542.0,62697.0
2015,1,La Rioja,16310.0,23.0,16333.0
2015,1,Mendoza,168355.0,1.805,170160.0
2015,1,Misiones,85139.0,7.0,85146.0
2015,1,Neuquén,93373.0,2.369,95742.0
2015,1,Río Negro,96145.0,1.188,97333.0
2015,1,Salta,96793.0,18.0,96811.0
2015,1,San Juan,51117.0,702.0,51819.0
2015,1,San Luis,12878.0,354.0,13232.0
2015,1,Santa Cruz,26217.0,424.0,26641.0
2015,1,Santa Fe,535640.0,797.0,536437.0
2015,1,Santiago Del Estero,39244.0,8.0,39252.0
2015,1,Tierra Del Fuego,32726.0,730.0,33456.0
2015,1,Tucumán,138184.0,92.0,138276.0
2014,4,Buenos Aires,2801178.0,15.229,2816407.0
2014,4,Capital Federal,1318526.0,11.994,1330520.0
2014,4,Catamarca,25472.0,21.0,25493.0
2014,4,Chaco,65998.0,37.0,66035.0
2014,4,Chubut,66557.0,1.985,68542.0
2014,4,Córdoba,590113.0,319.0,590432.0
2014,4,Corrientes,65656.0,54.0,65710.0
2014,4,Entre Ríos,140567.0,246.0,140813.0
2014,4,Formosa,26156.0,51.0,26207.0
2014,4,Jujuy,35999.0,3.0,36002.0
2014,4,La Pampa,56813.0,567.0,57380.0
2014,4,La Rioja,16379.0,23.0,16402.0
2014,4,Mendoza,167766.0,1.848,169614.0
2014,4,Misiones,77222.0,7.0,77229.0
2014,4,Neuquén,92999.0,2.397,95396.0
2014,4,Río Negro,95050.0,1.21,96260.0
2014,4,Salta,93921.0,26.0,93947.0
2014,4,San Juan,51390.0,729.0,52119.0
2014,4,San Luis,12788.0,359.0,13147.0
2014,4,Santa Cruz,25277.0,436.0,25713.0
2014,4,Santa Fe,528459.0,938.0,529397.0
2014,4,Santiago Del Estero,39308.0,9.0,39317.0
2014,4,Tierra Del Fuego,28249.0,741.0,28990.0
2014,4,Tucumán,137329.0,95.0,137424.0
2014,3,Buenos Aires,2835537.0,14.028,2849565.0
2014,3,Capital Federal,1307195.0,10.63,1317825.0
2014,3,Catamarca,24665.0,21.0,24686.0
2014,3,Chaco,63710.0,36.0,63746.0
2014,3,Chubut,67130.0,2.007,69137.0
2014,3,Córdoba,585231.0,200.0,585431.0
2014,3,Corrientes,63516.0,33.0,63549.0
2014,3,Entre Ríos,136618.0,115.0,136733.0
2014,3,Formosa,25873.0,64.0,25937.0
2014,3,Jujuy,33739.0,2.0,33741.0
2014,3,La Pampa,61861.0,564.0,62425.0
2014,3,La Rioja,15893.0,23.0,15916.0
2014,3,Mendoza,166184.0,1.74,167924.0
2014,3,Misiones,75327.0,0.0,75327.0
2014,3,Neuquén,100099.0,2.268,102367.0
2014,3,Río Negro,96629.0,1.151,97780.0
2014,3,Salta,92929.0,25.0,92954.0
2014,3,San Juan,51031.0,748.0,51779.0
2014,3,San Luis,12683.0,363.0,13046.0
2014,3,Santa Cruz,25664.0,446.0,26110.0
2014,3,Santa Fe,520196.0,691.0,520887.0
2014,3,Santiago Del Estero,37539.0,9.0,37548.0
2014,3,Tierra Del Fuego,28037.0,755.0,28792.0
2014,3,Tucumán,131978.0,88.0,132066.0
2014,2,Buenos Aires,2750430.0,14.116,2764546.0
2014,2,Capital Federal,1299502.0,10.713,1310215.0
2014,2,Catamarca,24660.0,23.0,24683.0
2014,2,Chaco,63243.0,36.0,63279.0
2014,2,Chubut,68503.0,2.016,70519.0
2014,2,Córdoba,576747.0,205.0,576952.0
2014,2,Corrientes,62925.0,33.0,62958.0
2014,2,Entre Ríos,135468.0,115.0,135583.0
2014,2,Formosa,25535.0,65.0,25600.0
2014,2,Jujuy,34359.0,2.0,34361.0
2014,2,La Pampa,55048.0,580.0,55628.0
2014,2,La Rioja,15889.0,23.0,15912.0
2014,2,Mendoza,165046.0,1.761,166807.0
2014,2,Misiones,74689.0,0.0,74689.0
2014,2,Neuquén,90053.0,2.235,92288.0
2014,2,Río Negro,94812.0,1.145,95957.0
2014,2,Salta,91949.0,25.0,91974.0
2014,2,San Juan,50891.0,755.0,51646.0
2014,2,San Luis,12691.0,364.0,13055.0
2014,2,Santa Cruz,26710.0,459.0,27169.0
2014,2,Santa Fe,511753.0,605.0,512358.0
2014,2,Santiago Del Estero,38002.0,9.0,38011.0
2014,2,Tierra Del Fuego,27443.0,766.0,28209.0
2014,2,Tucumán,131981.0,88.0,132069.0
2014,1,Buenos Aires,2725732.0,14.144,2739876.0
2014,1,Capital Federal,1289204.0,10.714,1299918.0
2014,1,Catamarca,24209.0,23.0,24232.0
2014,1,Chaco,62520.0,36.0,62556.0
2014,1,Chubut,68205.0,2.016,70221.0
2014,1,Córdoba,566705.0,205.0,566910.0
2014,1,Corrientes,62203.0,33.0,62236.0
2014,1,Entre Ríos,134216.0,115.0,134331.0
2014,1,Formosa,25335.0,87.0,25422.0
2014,1,Jujuy,33825.0,2.0,33827.0
2014,1,La Pampa,53601.0,592.0,54193.0
2014,1,La Rioja,15688.0,23.0,15711.0
2014,1,Mendoza,164084.0,1.761,165845.0
2014,1,Misiones,73950.0,0.0,73950.0
2014,1,Neuquén,88077.0,2.303,90380.0
2014,1,Río Negro,93909.0,1.157,95066.0
2014,1,Salta,91265.0,25.0,91290.0
2014,1,San Juan,50543.0,755.0,51298.0
2014,1,San Luis,12193.0,364.0,12557.0
2014,1,Santa Cruz,26304.0,460.0,26764.0
2014,1,Santa Fe,506000.0,612.0,506612.0
2014,1,Santiago Del Estero,37124.0,9.0,37133.0
2014,1,Tierra Del Fuego,27272.0,766.0,28038.0
2014,1,Tucumán,129944.0,88.0,130032.0
